Word,Count
frozen,120
COC,120
coming,120
boat.,120
Statement,120
receipt,120
occurrences.,120
pump.,120
intervals.,120
QMS,120
lifesaving,120
clarify,120
Cleaning,120
Paint,120
care,120
Copy,120
coordination,120
drills.,120
"required,",120
mode.,119
seized,119
Construction,119
never,119
supplier,119
Notice,119
"Further,",119
--,119
Prevention,119
Hold,119
consequences,119
locking,119
damages,119
authorized,119
round,119
perception,119
fill,119
contingency,119
arrangement.,119
Pump,119
generated,119
checked.,118
chain,118
situation.,118
fit,118
seek,118
database,118
inserted,118
accommodation.,118
Every,118
computer,118
pipelines,118
days.,118
deterioration,117
Inspection.,117
Maker's,117
Original,117
allowing,117
schedule.,117
DO,117
Causes,117
installed.,117
knowledge.,117
COVER,117
cracked,117
Eng,117
list.,117
HAVE,117
might,117
d),117
separator,117
Monitoring,117
s,117
bin,117
implemented.,117
File,117
account,116
convention,116
contain,116
evidence.,116
affect,116
weak,116
"Moreover,",116
fighting,116
A/C,116
drawing,116
Checklist,116
WILL,116
Dry,116
ECA,116
E,116
sanitary,116
regulation.,116
Special,116
size,116
completing,115
Code.,115
occasional,115
Systems,115
measure,115
Post,115
cleared,115
come,115
13101,115
fleetwide,115
#,115
Chinese,115
employment,114
location.,114
Period,114
PSCI,114
wide,114
engineer.,114
certification,114
plug,114
insisted,114
Operational,114
Instructed,114
combustion,114
Replace,114
errors,114
description,114
asbestos,114
"immediately,",114
exchanged,114
pipe.,114
mistake,114
Cleaned,114
21,114
discrepancy,113
4th,113
sections,113
AE,113
recorded.,113
better,113
More,113
endorsed,113
detected,113
corrosion.,113
switched,113
team.,113
CERTIFICATE,113
dates,113
pins,113
kind,113
"valves,",113
Conducted,113
maritime,113
symbol,113
them.,113
rafts,113
refresher,113
Dispensation,113
actually,112
straps,112
concluded,112
(Substandard,112
1st,112
D-1,112
berthing.,112
VALVE,111
WORK,111
Precautionary,111
unit.,111
sockets,111
wheel,111
medicines,111
HFO,111
providing,111
USB,111
Dept.,111
supports,111
manually,111
moved,111
screen,111
link,111
Fixed,111
gaskets,111
interim,111
four,111
check.,111
expiration,111
Renewed,111
ballasting,111
SECURITY,111
random,111
Position,111
Education,111
subject:,111
Team,111
scan,111
normally.,111
Oily,111
strongly,111
concerning,110
poop,110
agents,110
hence,110
Only,110
Competence,110
table,110
(,109
acceptable,109
Spares,109
Minimum,109
ARE,109
tape,109
coaming,108
unlit,108
paper,108
nor,108
recommendations,108
extinguisher,108
distance,108
upgradation,108
defects.,108
"monitoring,",108
"Manual,",108
HAS,108
overall,108
appliance,108
abnormal,108
machineries,108
locker.,108
manoeuvring,108
repaired.,108
lacked,108
Basin,108
evidenced,108
stopped,108
rotten,108
automatically,107
commencement,107
identifying,107
Sea,107
AIR,107
authorities.,107
occurrences,107
Factor,107
BEFORE,107
Basic/Root,107
determine,107
ventilator,107
Acts/Practices,107
enhanced,107
Regulations,107
Cause-Substandard,107
(including,107
incorporated,107
connecting,107
continued,107
"measure,",107
BALLAST,106
DOC,106
pre,106
DRILL,106
grounding,106
buoy,106
distress,106
Implementation,106
exemption,106
outlet,106
STBD,106
EEBD,105
Surveyor.,105
"supervision,",105
Planning,105
counter,105
"procedure,",105
coast,105
code.,105
Material,105
13102,105
Food,105
MISSING,105
IMMEDIATE,105
sea.,105
peak,105
mats,105
Ch,105
accepted.,105
settling,105
acts,105
Why,105
density,105
SMM,105
"arrival,",105
bearing,105
Many,105
Category,105
movement,105
minimize,105
cooler,105
effect,105
Related,105
with.,105
consultation,105
off.,105
platforms,105
officer's,104
13199,104
blocked,104
skill,104
Contact,104
updating,104
Matter,104
lowered,104
i.e.,104
Incinerator,104
save,104
Handling,104
voltage,104
correct.,104
analyzed,104
essential,104
Daily,104
Order,104
administration.,104
shackle,104
VESSEL,104
"SMS,",104
cabins,104
calculation,104
"properly,",104
control.,104
suit,103
flaps,103
landed,103
earliest,103
;,103
concern,103
Job/System,103
step,103
sail,103
Knowledge,103
timely.,102
stressed,102
covering,102
monitoring.,102
incorrectly,102
body,102
(not,102
secured.,102
occurrence.,102
Aft,102
causes,102
evaluated,102
"officer,",102
performance.,102
restrictions,102
lifeboat.,102
LTCA,102
residues,102
Tonnage,102
mechanical,102
obtain,102
Mar,102
closing.,102
Speed,102
appropriately,102
oxygen,102
span,102
usage,102
specifically,102
shifted,102
bolt,102
Gear,102
it's,101
cylinders,101
"above,",101
presenting,101
Unsafe,101
Auditor,101
Conditions,101
authorization,101
01,101
IAPP,101
disconnected,101
EIAPP,101
site,101
machine,101
equipment's,101
topic,101
arrival.,101
again.,101
"company,",101
downgraded,101
Environmental,101
Under,100
Experience,100
emergency.,100
Old,100
alongside,100
A/E,100
Rudder,100
NUC,100
SMT,100
defined,100
08,100
MANUAL,99
explaining,99
adjacent,99
meetings,99
ports.,99
non-conformity,99
scheduling,99
pending,99
decks,99
turn,99
recurrence:,99
manage,99
relay,99
called,99
state.,99
ascertain,99
Oversight,99
shaft,99
correctly.,99
regard,99
stern,99
"officers,",99
logged,99
Declaration,99
own,99
See,99
dealt,99
vapor,99
confirms,99
case.,99
doc.,99
best,99
flame,99
gangway.,99
II-2,99
past,98
THIS,98
ladder.,98
etc,98
d.,98
PS,98
force,98
maneuvered,98
assess,98
E/R.,98
Tear,98
informed.,98
reiterated,98
Even,98
limited,98
Testing,98
adjustment,98
repetitious,98
Superintendent.,98
G/E,98
deviation,98
PSCOs,98
add,97
unloading,97
depth,97
2021,97
Navigational,97
Marpol,97
"case,",97
MAIN,97
medicine,97
"""",97
explanation,97
attempt,97
REPORT,97
deemed,97
Sulphur,96
dismantled,96
areas.,96
11117,96
lifeboats,96
unfamiliar,96
cadet,96
Panel,96
15ppm,96
surveys,96
CH,96
apparatus,96
qualified,96
opportunity.,96
sequence,96
issuing,96
PROPERLY,96
Side,96
Pipe,96
CHECKED,96
assist,96
MEPC,96
RECORDED,96
cleaned.,96
magnetron,96
analyzer,96
Manual.,96
ISO,96
inspectors,96
repeat,96
F.O.,96
Wrong,96
placard,96
Checking,96
High,96
drum,96
watchkeeping,95
vicinity,95
BOARD,95
transit,95
Remove,95
First,95
28th,95
year,95
adhered,95
UV,95
joined,95
BWM,95
fabricated,95
04,95
emphasis,95
Case,95
delay.,95
exposure,94
ECDIS.,94
version,94
Improved,94
repair.,94
lube,94
reduce,94
RINA,94
specially,94
Appendix,94
agenda,94
trunk,94
convention.,94
outcome,94
checklists,94
staffs,93
beyond,93
tested.,93
Key,93
fused,93
single,93
FLEET,93
neglect,93
19th,93
PERSONAL,93
29,93
"bridge,",93
pressure.,93
shipper's,93
IGS,93
overdue,93
scope,93
diesel,93
back.,93
Continuous,93
exercise,93
foreign,93
Dec,93
junction,93
Removed,93
push,93
(Chief,93
volume,93
"tear,",93
alarms.,93
Logbook,93
drainage,93
spare.,93
cover.,93
throughout,93
issues.,93
(3),93
Level,93
SIDE,92
"manual,",92
discovered,92
attachment,92
thermal,92
containers,92
By,92
heating,92
Open,92
locked,92
appear,92
VM,92
Based,92
culture,92
MANAGEMENT,91
"drill,",91
welded,91
sounder,91
create,91
22nd,91
slight,91
delayed,91
Provision,91
capable,91
09,91
hazard,91
"ships,",91
advice,91
standard.,91
except,91
ORDER,90
surfaces,90
overhaul,90
suspected,90
flushing,90
Despite,90
Technician,90
ABOUT,90
weathertight,90
strap,90
sickbay,90
trainings,90
showers,90
loss,90
Operations,90
tear.,90
Eng.,90
speakers,90
observe,90
handrails,90
print,90
practices.,90
locally,90
recorder,90
preparing,90
feeder,90
written,90
"re-occurrence,",90
duration,90
Verified,90
inspector's,90
interval.,90
MEETING,90
SPACE,90
Make,90
supervising,90
Room.,90
satisfy,90
Cabin,90
danger,90
module,90
class.,90
"conditions,",90
"check,",90
X-Band,90
ignition,90
supplies,90
improvement,90
ratings.,90
currently,90
diligent,89
Type,89
couldn't,89
construction,89
Non-Conformity,89
planning.,89
format,89
washing,89
"visits,",89
penetration,89
calls,89
unfortunately,89
LINE,89
on.,89
"place,",89
fridge,89
07,89
PLAN,89
misplaced,89
to:,89
two-way,89
"completed,",89
rigging,89
meters,89
brief,89
know,89
precautions,89
31st,89
26,89
Refreshment,89
D1,88
ISPP,88
contributed,88
BDN,88
flares,88
detail.,88
(Personal,88
offered,88
valves.,88
facility,87
Housekeeping,87
EC,87
duct,87
mask,87
testing.,87
bring,87
IG,87
documentary,87
Maintenance/Inspection,87
extended,87
screw,87
Closing,87
leakages.,87
backup,87
passed,87
passing,87
Change,87
SMC,87
DOOR,87
Minor,87
TESTING,87
problem.,87
revolution,87
rooms.,87
HRU,87
fireman's,87
Towing,87
Space,87
Saving,87
much,87
color,87
Statutory,87
18th,87
Temperature,87
patrol,87
cargo.,87
strictly.,87
"3,",87
period.,87
PIPE,87
became,87
help,87
stand,87
11104,87
entries.,87
14th,87
"departure,",87
injury,87
door.,87
hooks,87
assessed,87
Current,87
serious,86
structural,86
controls,86
Circulated,86
revision,86
enter,86
human,86
Exhaust,86
radars,86
USE,86
..,86
noted.,86
fruits,86
Ships,86
specify,86
CHECK,86
Organize,86
limitation,86
gave,86
excess,86
act,86
read,85
Portable,85
"Subsequently,",85
department.,85
freefall,85
Repairs,85
manner,85
collision,85
indicators,85
activation,85
arrangements.,85
space.,85
"failure,",85
Unable,85
"1,",84
exceeding,84
(reason,84
determining,84
Awareness,84
previously,84
firmly,84
natural,84
stay.,84
nut,84
uptake,84
Warning,84
OPERATION,84
Tools,84
(description,84
18418,84
24th,84
hatches,84
white,84
imparted,84
//,84
gratings,84
six,84
wasn't,84
circulation,84
ETO,84
posted.,84
agent.,84
Over,84
situations,84
pneumatic,84
Damage,84
loop,84
BOOK,84
Strictly,84
adjust,84
7105,84
"operations,",84
crewing,84
Cover,84
Arrangements,84
Seafarer,84
Loading,84
10114,84
saving,84
Quick,84
20th,84
openings,84
reviewing,84
*,84
rotating,84
Employment,84
Protection,84
SWL,84
LSMGO,84
slightly,84
FUEL,83
7.,83
above.,83
"line,",83
readable,83
whichever,83
"valve,",83
methods,83
campaign,83
NC,83
rounds.,83
Beyond,83
performing,83
OFFICERS,83
waiting,83
acknowledgement,83
deficiency's,83
reminding,83
(Human,83
input,83
measurement,83
materials.,83
protected,83
FPT,83
occur,83
11131,82
in-charge,82
appeared,82
goods,82
"order,",82
"process,",82
"observation,",82
resistance,82
Securing,82
IMDG,82
additionally,82
states,82
over.,82
column,81
Fish,81
IMMEDIATELY,81
goal,81
NEW,81
approaching,81
Navtex,81
effectively.,81
06th,81
ch.,81
normally,81
greasing,81
screws,81
attention.,81
mention,81
waters,81
charging,81
rags,81
resources,81
upcoming,81
"side,",81
stipulated,81
Compliance.,81
signing,81
50,81
replacement.,81
spill,81
aforementioned,81
reveals,81
IBC,81
Enclosed,81
Asbestos,81
measuring,81
serves,81
Makers,81
2/E,81
night,81
diligently.,81
sprinkler,81
industry,81
history,81
deformed,81
(PSC,81
calling,81
clarified,81
Topic,81
routing,81
extinguishers,81
fore,81
Implement,81
functionality,81
"conducted,",81
reached,81
conformance,81
mattress,81
P,81
"test,",81
18302,81
in-house,81
examined,81
Official,81
Procedure/Instruction,81
facilitate,81
ONBOARD,81
blackout,81
float,81
material.,81
try,81
adverse,81
conditioner,81
violation,81
non-compliance,81
possibility,80
go,80
"found,",80
Auto,80
Misunderstood,80
"action,",80
everyone,80
Periodical,80
leave,80
"Unfortunately,",80
constructed,80
inclusion,80
controlled,80
discrepancies,80
experienced,80
appears,80
operator,80
Flag.,80
"basis,",80
"April,",80
learned.,80
Cleanliness,80
US,80
requiring,79
3.1,79
nearby,79
BWMS,79
Message,79
circuit,79
"checked,",79
job.,79
ANNEX,79
corrective/preventive,79
sulphur,79
Seafarers,79
14108,79
Extra,79
ACCESS,79
10109,79
open/close,79
outlined,78
Inert,78
recommendation,78
RM04,78
THAN,78
false,78
ESD,78
RESCUE,78
no.1,78
Delivery,78
Officer),78
"voyage,",78
matter.,78
loose.,78
prioritize,78
printer,78
"knowledge,",78
below:,78
Malta,78
flexible,78
painted.,78
ISSC,78
16th,78
Labour,78
active,78
27,78
03,78
check/calibrate,78
repository,78
Chemical,78
HSEQ,78
ensured,78
mate,78
SWITCH,78
windlass,78
skills,78
Top,78
Steam,78
unnoticed,78
11113,78
failed.,78
chance,78
de-rusting,78
thickness,78
HSE,78
HSSEQ,78
1315,78
SUBSTANDARD,78
damage.,78
"it,",78
Inmarsat,78
commenced,78
category,78
SAFE,78
"day,",78
recommended,78
software.,78
Sufficient,78
OR,78
"anchorage,",78
Fresh,78
Existing,78
seat,78
flammable,78
structure,78
pass,77
"store,",77
seawater,77
getting,77
laid,77
Maker,77
gap,77
discarded,77
IO99,77
detention,77
invited,77
"cleaning,",77
Quarterly,77
appointed,77
3.2,77
ships.,77
coating,77
accuracy,77
required),77
Agreement,77
results.,77
Stability,76
amend,76
"records,",76
reasons,76
MSM,76
toolbox,76
concerns,76
Above,76
3102,76
Expired,76
nautical,76
Comments:,76
addressing,76
light.,75
schedules,75
marked.,75
monkey,75
rating,75
lines.,75
"space,",75
visitors,75
casing,75
log.,75
Compressor,75
checking.,75
functioning.,75
funnel,75
VLSFO,75
temperatures,75
shifting,75
published,75
Shipyard,75
others,75
review.,75
➢,75
scale,75
submit,75
10127,75
latch,75
accumulator,75
PROVIDED,75
drip,75
Responsibility,75
competent,75
holes,75
error.,75
shipping,75
disembarked,75
type.,75
"2,",75
wind,75
CONDUCTED,75
%,75
Fault,75
DD,75
weaknesses,75
significance,75
Direct,75
Installed,75
rat,75
tension,75
lifejacket,75
14501,75
leader,75
adjusting,75
non-return,75
departments,75
wiring,75
Temporary,75
6th,74
protect,74
Administration.,74
controlling,74
soft,74
removing,74
partially,74
proactively,74
Quality,74
liaise,74
sheet,74
consistent,74
fitting,74
5:Lack,74
10116,74
LT,74
etc.),74
misunderstanding,74
"tools,",74
junior,74
referring,74
Correct,74
supply.,73
28,73
switches,73
"team,",73
fwd,73
MSMC,73
types,73
numbers,73
element,73
Number,73
approximately,73
Agent,72
wrist,72
"noted,",72
unaware,72
placement,72
weather.,72
INSULATION,72
"recurrence,",72
doors.,72
torn,72
LSA/FFE,72
#1,72
BOAT,72
Importance,72
Eye,72
engine.,72
MORE,72
Three,72
necessity,72
zero,72
violations,72
voyages,72
group,72
coupling,72
heading,72
leaks.,72
captioned,72
"inspected,",72
signals,72
18324,72
8.,72
02,72
reflecting,72
procured,72
electrician,72
substance,72
Leadership,72
sending,72
"Therefore,",72
visually,72
Authorities,72
storing,72
connector,72
calculator,72
14402,72
mat,72
Capability,72
Japan,72
Bulk,72
blockage,72
seriously,72
Provide,72
Calibration,72
purchased,72
manhole,72
ESP,72
mist,72
boats,72
"certificates,",72
Updated,72
cap,72
18416,72
sighted,72
provides,72
layer,72
keeping.,72
launched,72
overhauling,72
ropes.,72
crucial,72
ppm,72
Attending,71
handover,71
CRA,71
arranged.,71
reflective,71
Maintain,71
5th,71
BW,71
DG,71
Documents,71
"removed,",71
"and,",71
Engineer's,71
worked,71
14802,71
warn,71
exit,71
purchase,71
SHIP'S,71
"Immediately,",71
audible,71
significant,71
manned,71
Act,71
10104,71
carriage,70
earth,70
consulted,70
29th,70
absence,70
+,70
focused,70
UKC,70
cancellation,70
Performance,70
TSI,70
Data,70
phone,70
Item,70
protocols,70
"request,",70
foreman,70
moisture,69
...,69
Documentation,69
country,69
MADE,69
arrestors,69
Recovery,69
Entry,69
stating,69
amongst,69
freely,69
priority,69
11105,69
Enhanced,69
Skills,69
referred,69
12th,69
efficient,69
charged,69
fitness,69
seafarers',69
provider,69
CONDITIONS,69
Then,69
Auditors,69
Rectifier,69
equivalent,69
POEA,69
Observed,69
Log.,69
maneuver,69
upgrade,69
asking,69
incomplete,69
follows:,69
Mr.,69
manufacturers,69
Acts,69
inspectors.,69
conveyed,69
33,69
domes,69
rough,69
REPLACED,69
adherence,69
pointing,69
vacuum,69
IHM,69
"storage,",69
salinity,69
Forward,69
headset,69
Booklet,69
freezer,69
built,69
UNDER,69
"issue,",69
Minutes,69
07105,69
higher,69
HMC-VMM-002,69
2.The,69
Company.,69
resting,69
LOAD,69
Brazil.,69
14104,69
MONITORING,69
Party,69
accurately,69
Servicing,69
manholes,69
untreated,69
side),69
on-site,69
"made,",69
railing,69
site.,69
mushroom,69
spray,69
avoided.,69
LIFE,69
messages,69
"doors,",69
acknowledge,68
first.,68
ClassNK,68
vibration.,68
approached,68
needs.,68
liferafts,68
internally,68
warned,68
cargoes,68
Bulletin.,68
Deadline:,68
reduced,68
updates,68
"months,",68
PUMP,68
e.g.,68
placed.,68
Watch,68
"date,",68
living,68
Echo,68
tonnage,68
"up,",68
